7944940705.061878,57644200732.02208,-12801547854.347971,19517684100.309402,26128718575.27767,-0.0,0.0,-0.0,-91754823329.47083,-0.0,0.0,-0.0,-0.0,-0.0
-7944940705.061878,-57644200732.02208,12801547854.347971,-19517684100.309402,-26128718575.27767,0.0,-0.0,0.0,91754823329.47083,0.0,-0.0,0.0,0.0,0.0
-7944940705.061878,-57644200732.02208,12801547854.347971,-19517684100.309402,-26128718575.27767,0.0,-0.0,0.0,91754823329.47083,0.0,-0.0,0.0,0.0,0.0
-7944940705.061878,-57644200732.02208,12801547854.347971,-19517684100.309402,-26128718575.27767,0.0,-0.0,0.0,91754823329.47083,0.0,-0.0,0.0,0.0,0.0
7944940705.061878,57644200732.02208,-12801547854.347971,19517684100.309402,26128718575.27767,-0.0,0.0,-0.0,-91754823329.47083,-0.0,0.0,-0.0,-0.0,-0.0
7944940705.061878,57644200732.02208,-12801547854.347971,19517684100.309402,26128718575.27767,-0.0,0.0,-0.0,-91754823329.47083,-0.0,0.0,-0.0,-0.0,-0.0
-7944940705.061878,-57644200732.02208,12801547854.347971,-19517684100.309402,-26128718575.27767,0.0,-0.0,0.0,91754823329.47083,0.0,-0.0,0.0,0.0,0.0
7944940705.061878,57644200732.02208,-12801547854.347971,19517684100.309402,26128718575.27767,-0.0,0.0,-0.0,-91754823329.47083,-0.0,0.0,-0.0,-0.0,-0.0
-7944940705.061878,-57644200732.02208,12801547854.347971,-19517684100.309402,-26128718575.27767,0.0,-0.0,0.0,91754823329.47083,0.0,-0.0,0.0,0.0,0.0
-7944940705.061878,-57644200732.02208,12801547854.347971,-19517684100.309402,-26128718575.27767,0.0,-0.0,0.0,91754823329.47083,0.0,-0.0,0.0,0.0,0.0
7944940705.061878,57644200732.02208,-12801547854.347971,19517684100.309402,26128718575.27767,-0.0,0.0,-0.0,-91754823329.47083,-0.0,0.0,-0.0,-0.0,-0.0
7944940705.061878,57644200732.02208,-12801547854.347971,19517684100.309402,26128718575.27767,-0.0,0.0,-0.0,-91754823329.47083,-0.0,0.0,-0.0,-0.0,-0.0
-7944940705.061878,-57644200732.02208,12801547854.347971,-19517684100.309402,-26128718575.27767,0.0,-0.0,0.0,91754823329.47083,0.0,-0.0,0.0,0.0,0.0
-7944940705.061878,-57644200732.02208,12801547854.347971,-19517684100.309402,-26128718575.27767,0.0,-0.0,0.0,91754823329.47083,0.0,-0.0,0.0,0.0,0.0
-0.0,-1555172882.8147976,11995181638.965492,0.0,0.0,-0.0,0.0,-0.0,10660754950.543503,2473084493.5875773,0.0,0.0,-13926520397.102692,-2976536355.863511
-0.0,-10282889034.146742,79312803805.23811,0.0,0.0,-0.0,0.0,-0.0,70489500806.01695,16352171324.902473,0.0,0.0,-92082922392.52103,-19681022857.11792
-0.0,-5216232850.764834,40233250725.67786,0.0,0.0,-0.0,0.0,-0.0,35757426586.76568,8295016406.6774645,0.0,0.0,-46711188186.82786,-9983653195.42425
-0.0,-3457188433.8528347,26665590483.507626,0.0,0.0,-0.0,0.0,-0.0,23699126391.948208,5497729031.705319,0.0,0.0,-30959005119.44092,-6616915184.251746
-0.0,-4571729017.061432,35262137457.3644,0.0,0.0,-0.0,0.0,-0.0,31339334224.35142,7270106279.447933,0.0,0.0,-40939678224.64559,-8750099605.52408
-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,-32665502998.64993,251951822287.29742,0.0,0.0,-0.0,0.0,-0.0,223922964869.70187,51945703165.15744,0.0,0.0,-292518470981.1408,-62520417075.47507
-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
-0.0,73791735010.11044,0.0,0.0,0.0,-19085526657.925396,0.0,-0.0,55897608770.46766,-0.0,-0.0,286837723.06655824,41813637960.020485,35884837477.70619
-0.0,238996832695.0121,0.0,0.0,0.0,-61814245469.840485,0.0,-0.0,181041297504.88034,-0.0,-0.0,929010644.633355,135426102049.66183,116223890084.32951
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
-0.0,107448460755.84692,0.0,0.0,0.0,-27790516943.771454,0.0,-0.0,81392747053.53334,-0.0,-0.0,417665634.58618754,60885016957.39879,52252065233.66021
-0.0,164966877515.45276,0.0,0.0,0.0,-42667105442.96735,0.0,-0.0,124963235763.20576,-0.0,-0.0,641246929.9095485,93477478079.09769,80223206406.9993
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
-0.0,2031284226.0270727,0.0,0.0,0.0,-525372241.76056176,0.0,-0.0,1538707972.546336,-0.0,-0.0,7895856.388453136,1151014855.6523187,987811227.2603769
-0.0,44659646815.4377,0.0,0.0,0.0,-11550790609.717817,0.0,-0.0,33829906088.73152,-0.0,-0.0,173597644.82759035,25306117319.334442,21717935857.77815
-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,170988221526.01846,-208183061235.39667,-0.0,83031240685.88795,-0.0,26301300692.252163,0.0,-0.0,214497365176.05545,0.0,0.0,0.0
